Salesforce Table,Salesforce Column,Fivetran Table,Fivetran Column,Column Similarity
lcom_order_modification__c,isdeleted,lcom_order_modification_c,is_deleted,1.0
lcom_order_modification__c,lastactivitydate,lcom_order_modification_c,last_activity_date,1.0
lcom_order_modification__c,lastmodifiedbyid,lcom_order_modification_c,last_modified_by_id,1.0
lcom_order_modification__c,lastmodifieddate,lcom_order_modification_c,last_modified_date,1.0
lcom_order_modification__c,lcom_order_modified__c,lcom_order_modification_c,lcom_order_modified_c,1.0
lcom_order_modification__c,modification_type__c,lcom_order_modification_c,modification_type_c,1.0
lcom_order_modification__c,modificationsub_type__c,lcom_order_modification_c,modification_sub_type_c,1.0
lcom_order_modification__c,modified_by__c,lcom_order_modification_c,modified_by_c,1.0
lcom_order_modification__c,modified_date__c,lcom_order_modification_c,modified_date_c,1.0
lcom_order_modification__c,name,lcom_order_modification_c,name,1.0
lcom_order_modification__c,systemmodstamp,lcom_order_modification_c,system_modstamp,1.0
lcom_organization__c,account__c,lcom_organization_c,account_c,1.0
lcom_organization__c,account_missing_platform_id__c,lcom_organization_c,account_missing_platform_id_c,1.0
lcom_organization__c,city__c,lcom_organization_c,city_c,1.0
lcom_organization__c,country__c,lcom_organization_c,country_c,1.0
lcom_organization__c,createdbyid,lcom_organization_c,created_by_id,1.0
lcom_organization__c,createddate,lcom_organization_c,created_date,1.0
lcom_organization__c,demo_district__c,lcom_organization_c,demo_district_c,1.0
lcom_organization__c,free_trial__c,lcom_organization_c,free_trial_c,1.0
lcom_organization__c,has_parent_organization__c,lcom_organization_c,has_parent_organization_c,1.0
lcom_organization__c,id,lcom_organization_c,id,1.0
lcom_organization__c,isdeleted,lcom_organization_c,is_deleted,1.0
lcom_organization__c,islinked__c,lcom_organization_c,is_linked_c,1.0
lcom_organization__c,issynced__c,lcom_organization_c,is_synced_c,1.0
lcom_organization__c,lastactivitydate,lcom_organization_c,last_activity_date,1.0
lcom_organization__c,lastmodifiedbyid,lcom_organization_c,last_modified_by_id,1.0
lcom_organization__c,lastmodifieddate,lcom_organization_c,last_modified_date,1.0
lcom_organization__c,lastreferenceddate,lcom_organization_c,last_referenced_date,1.0
lcom_organization__c,lastvieweddate,lcom_organization_c,last_viewed_date,1.0
lcom_organization__c,lcom_account__c,lcom_organization_c,lcom_account_c,1.0
lcom_organization__c,lcom_account_id__c,lcom_organization_c,lcom_account_id_c,1.0
lcom_organization__c,lcom_django_id__c,lcom_organization_c,lcom_django_id_c,1.0
lcom_organization__c,lcom_organization_parent__c,lcom_organization_c,lcom_organization_parent_c,1.0
lcom_organization__c,lcom_organization_type__c,lcom_organization_c,lcom_organization_type_c,1.0
lcom_organization__c,lcom_platform_organization_id__c,lcom_organization_c,lcom_platform_organization_id_c,1.0
lcom_organization__c,name,lcom_organization_c,name,1.0
lcom_organization__c,nces_id__c,lcom_organization_c,nces_id_c,1.0
lcom_organization__c,platform_name__c,lcom_organization_c,platform_name_c,1.0
lcom_organization__c,platform_url__c,lcom_organization_c,platform_url_c,1.0
lcom_organization__c,salesforce_account_account_id__c,lcom_organization_c,salesforce_account_account_id_c,1.0
lcom_organization__c,salesforce_account_parent_account_id__c,lcom_organization_c,salesforce_account_parent_account_id_c,1.0
lcom_organization__c,salesforce_account_ult_parent_acct_id__c,lcom_organization_c,salesforce_account_ult_parent_acct_id_c,1.0
lcom_organization__c,state_region__c,lcom_organization_c,state_region_c,1.0
lcom_organization__c,systemmodstamp,lcom_organization_c,system_modstamp,1.0
lcom_organization__c,x18_digit_lcom_organization_id__c,lcom_organization_c,x_18_digit_lcom_organization_id_c,1.0
lcom_suite__c,createdbyid,lcom_suite_c,created_by_id,1.0
lcom_suite__c,createddate,lcom_suite_c,created_date,1.0
lcom_suite__c,id,lcom_suite_c,id,1.0
lcom_suite__c,isactive__c,lcom_suite_c,is_active_c,1.0
lcom_suite__c,isdeleted,lcom_suite_c,is_deleted,1.0
lcom_suite__c,islinked__c,lcom_suite_c,is_linked_c,1.0
lcom_suite__c,issynced__c,lcom_suite_c,is_synced_c,1.0
lcom_suite__c,lastactivitydate,lcom_suite_c,last_activity_date,1.0
lcom_suite__c,lastmodifiedbyid,lcom_suite_c,last_modified_by_id,1.0
lcom_suite__c,lastmodifieddate,lcom_suite_c,last_modified_date,1.0
lcom_suite__c,lastreferenceddate,lcom_suite_c,last_referenced_date,1.0
lcom_suite__c,lastvieweddate,lcom_suite_c,last_viewed_date,1.0
lcom_suite__c,lcom_django_id__c,lcom_suite_c,lcom_django_id_c,1.0
lcom_suite__c,lcom_license__c,lcom_suite_c,lcom_license_c,1.0
lcom_suite__c,name,lcom_suite_c,name,1.0
lcom_suite__c,ownerid,lcom_suite_c,owner_id,1.0
lcom_suite__c,product__c,lcom_suite_c,product_c,1.0
lcom_suite__c,systemmodstamp,lcom_suite_c,system_modstamp,1.0
lcom_term__c,createdbyid,lcom_term_c,created_by_id,1.0
lcom_term__c,createddate,lcom_term_c,created_date,1.0
lcom_term__c,id,lcom_term_c,id,1.0
lcom_term__c,isactive__c,lcom_term_c,is_active_c,1.0
lcom_term__c,isdeleted,lcom_term_c,is_deleted,1.0
lcom_term__c,islinked__c,lcom_term_c,is_linked_c,1.0
lcom_term__c,issynced__c,lcom_term_c,is_synced_c,1.0
lcom_term__c,lastactivitydate,lcom_term_c,last_activity_date,1.0
lcom_term__c,lastmodifiedbyid,lcom_term_c,last_modified_by_id,1.0
lcom_term__c,lastmodifieddate,lcom_term_c,last_modified_date,1.0
lcom_term__c,lastreferenceddate,lcom_term_c,last_referenced_date,1.0
lcom_term__c,lastvieweddate,lcom_term_c,last_viewed_date,1.0
lcom_term__c,lcom_django_id__c,lcom_term_c,lcom_django_id_c,1.0
lcom_term__c,lcom_platform_term_id__c,lcom_term_c,lcom_platform_term_id_c,1.0
lcom_term__c,lcom_term_end_date__c,lcom_term_c,lcom_term_end_date_c,1.0
lcom_term__c,lcom_term_start_date__c,lcom_term_c,lcom_term_start_date_c,1.0
lcom_term__c,name,lcom_term_c,name,1.0
lcom_term__c,ownerid,lcom_term_c,owner_id,1.0
lcom_term__c,systemmodstamp,lcom_term_c,system_modstamp,1.0
lead,acct_education_type__c,lead,acct_education_type_c,1.0
lead,acct_gradel_level__c,lead,acct_gradel_level_c,1.0
lead,acct_org_type__c,lead,acct_org_type_c,1.0
lead,activitymetricid,lead,activity_metric_id,1.0
lead,activitymetricrollupid,lead,activity_metric_rollup_id,1.0
lead,agile_job_title__c,lead,agile_job_title_c,1.0
lead,agileed__account__c,lead,agileed_account_c,1.0
lead,agileed__agileed_do_not_update__c,lead,agileed_agile_ed_do_not_update_c,1.0
lead,agileed__agileed_insert__c,lead,agileed_agile_ed_insert_c,1.0
lead,agileed__agileed_key__c,lead,agileed_agile_ed_key_c,1.0
lead,agileed__agileed_latest_update_date__c,lead,agileed_agile_ed_latest_update_date_c,1.0
lead,agileed__agileed_status__c,lead,agileed_agile_ed_status_c,1.0
lead,agileed__agileed_up_to_date__c,lead,agileed_agile_ed_up_to_date_c,1.0
lead,agileed__connectlink_accountid__c,lead,agileed_connect_link_account_id_c,1.0
lead,agileed__connectlink_do_not_update_hierarchy__c,lead,agileed_connect_link_do_not_update_hierarchy_c,1.0
lead,agileed__connectlink_email_hard_bounce__c,lead,agileed_connect_link_email_hard_bounce_c,1.0
lead,agileed__connectlink_job_category__c,lead,agileed_connect_link_job_category_c,1.0
lead,agileed__connectlink_licensed_status__c,lead,agileed_connect_link_licensed_status_c,1.0
lead,agileed__connectlink_title__c,lead,agileed_connect_link_title_c,1.0
lead,agileed__last_connectlink_accountid__c,lead,agileed_last_connect_link_account_id_c,1.0
lead,agileed__last_connectlink_title__c,lead,agileed_last_connect_link_title_c,1.0
lead,agileed__last_sync__c,lead,agileed_last_sync_c,1.0
lead,annualrevenue,lead,annual_revenue,1.0
lead,bot_productinterest__c,lead,bot_product_interest_c,1.0
lead,codesters__campaignsource__c,lead,codesters_campaign_source_c,1.0
lead,codesters__codesters_member__c,lead,codesters_codesters_member_c,1.0
lead,codesters__expected_account__c,lead,codesters_expected_account_c,1.0
lead,codesters_classes__c,lead,codesters_classes_c,1.0
lead,codesters_created_date__c,lead,codesters_created_date_c,1.0
lead,codesters_guid__c,lead,codesters_guid_c,1.0
lead,codesters_highest_module_completion__c,lead,codesters_highest_module_completion_c,1.0
lead,codesters_i2c18_student_avg__c,lead,codesters_i_2_c_18_student_avg_c,1.0
lead,codesters_i2c18_student_completion__c,lead,codesters_i_2_c_18_student_completion_c,1.0
lead,codesters_i2c_student_avg__c,lead,codesters_i_2_c_student_avg_c,1.0
lead,codesters_i2c_student_completion__c,lead,codesters_i_2_c_student_completion_c,1.0
lead,codesters_id__c,lead,codesters_id_c,1.0
lead,codesters_initial_campaign__c,lead,codesters_initial_campaign_c,1.0
lead,codesters_initial_medium__c,lead,codesters_initial_medium_c,1.0
lead,codesters_initial_source__c,lead,codesters_initial_source_c,1.0
lead,codesters_last_login__c,lead,codesters_last_login_c,1.0
lead,codesters_lti__c,lead,codesters_lti_c,1.0
lead,codesters_org__c,lead,codesters_org_c,1.0
lead,codesters_profile_city__c,lead,codesters_profile_city_c,1.0
lead,codesters_profile_country__c,lead,codesters_profile_country_c,1.0
lead,codesters_profile_school__c,lead,codesters_profile_school_c,1.0
lead,codesters_profile_school_code__c,lead,codesters_profile_school_code_c,1.0
lead,codesters_profile_school_type__c,lead,codesters_profile_school_type_c,1.0
lead,codesters_profile_state__c,lead,codesters_profile_state_c,1.0
lead,codesters_profile_zip__c,lead,codesters_profile_zip_c,1.0
lead,codesters_screen_name__c,lead,codesters_screen_name_c,1.0
lead,codesters_social_auth_provider__c,lead,codesters_social_auth_provider_c,1.0
lead,codesters_students__c,lead,codesters_students_c,1.0
lead,codesters_url__c,lead,codesters_url_c,1.0
lead,codesters_user_name__c,lead,codesters_user_name_c,1.0
lead,codestersid__c,lead,codesters_id_c,1.0
lead,company,lead,company,1.0
lead,contact_location__c,lead,contact_location_c,1.0
lead,convertedaccountid,lead,converted_account_id,1.0
lead,convertedcontactid,lead,converted_contact_id,1.0
lead,converteddate,lead,converted_date,1.0
lead,convertedopportunityid,lead,converted_opportunity_id,1.0
lead,createdbyid,lead,created_by_id,1.0
lead,createddate,lead,created_date,1.0
lead,current_experience__c,lead,current_experience_c,1.0
lead,data_quality_description__c,lead,data_quality_description_c,1.0
lead,data_quality_score__c,lead,data_quality_score_c,1.0
lead,db_created_date_without_time__c,lead,db_created_date_without_time_c,1.0
lead,db_lead_age__c,lead,db_lead_age_c,1.0
lead,deactivated_reason__c,lead,deactivated_reason_c,1.0
lead,description,lead,description,1.0
lead,district_enrollment__c,lead,district_enrollment_c,1.0
lead,donotcall,lead,do_not_call,1.0
lead,email,lead,email,1.0
lead,emailbounceddate,lead,email_bounced_date,1.0
lead,emailbouncedreason,lead,email_bounced_reason,1.0
lead,fax,lead,fax,1.0
lead,firstcalldatetime,lead,first_call_date_time,1.0
lead,firstemaildatetime,lead,first_email_date_time,1.0
lead,genderidentity,lead,gender_identity,1.0
lead,gong__actively_being_in_a_flow__c,lead,gong_actively_being_in_a_flow_c,1.0
lead,gong__current_flow_id__c,lead,gong_current_flow_id_c,1.0
lead,gong__current_flow_name__c,lead,gong_current_flow_name_c,1.0
lead,gong__current_flow_step_number__c,lead,gong_current_flow_step_number_c,1.0
lead,gong__current_flow_step_type__c,lead,gong_current_flow_step_type_c,1.0
lead,gong__current_flow_task_due_date__c,lead,gong_current_flow_task_due_date_c,1.0
lead,gong__current_flow_user_name__c,lead,gong_current_flow_user_name_c,1.0
lead,gong__flow_execution_id__c,lead,gong_flow_execution_id_c,1.0
lead,gong__flow_status__c,lead,gong_flow_status_c,1.0
lead,grade_levels__c,lead,grade_levels_c,1.0
lead,grades__c,lead,grades_c,1.0
lead,hasoptedoutofemail,lead,has_opted_out_of_email,1.0
lead,hasoptedoutoffax,lead,has_opted_out_of_fax,1.0
lead,id,lead,id,1.0
lead,individualid,lead,individual_id,1.0
lead,industry,lead,industry,1.0
lead,isconverted,lead,is_converted,1.0
lead,isdeleted,lead,is_deleted,1.0
lead,ispriorityrecord,lead,is_priority_record,1.0
lead,isunreadbyowner,lead,is_unread_by_owner,1.0
lead,jigsaw,lead,jigsaw,1.0
lead,jigsawcontactid,lead,jigsaw_contact_id,1.0
lead,job_category__c,lead,job_category_c,1.0
lead,job_function__c,lead,job_function_c,1.0
lead,lastactivitydate,lead,last_activity_date,1.0
lead,lastmodifiedbyid,lead,last_modified_by_id,1.0
lead,lastmodifieddate,lead,last_modified_date,1.0
lead,lastreferenceddate,lead,last_referenced_date,1.0
lead,lasttransferdate,lead,last_transfer_date,1.0
lead,lastvieweddate,lead,last_viewed_date,1.0
lead,leadsource,lead,lead_source,1.0
lead,learningsbxid__c,lead,learning_sbxid_c,1.0
lead,masterrecordid,lead,master_record_id,1.0
lead,migrated__c,lead,migrated_c,1.0
lead,mobilephone,lead,mobile_phone,1.0
lead,mql_date__c,lead,mql_date_c,1.0
lead,name,lead,name,1.0
lead,notes__c,lead,notes_c,1.0
lead,numberofemployees,lead,number_of_employees,1.0
lead,ownerid,lead,owner_id,1.0
lead,persona__c,lead,persona_c,1.0
lead,phone,lead,phone,1.0
lead,photourl,lead,photo_url,1.0
lead,pronouns,lead,pronouns,1.0
lead,rating,lead,rating,1.0
lead,referred_by__c,lead,referred_by_c,1.0
lead,regional_services_district__c,lead,regional_services_district_c,1.0
lead,running_user_for_reporting__c,lead,running_user_for_reporting_c,1.0
lead,sdr__c,lead,sdr_c,1.0
lead,sf_account__c,lead,sf_account_c,1.0
lead,source_campaign__c,lead,source_campaign_c,1.0
lead,sql_date__c,lead,sql_date_c,1.0
lead,status,lead,status,1.0
lead,subject__c,lead,subject_c,1.0
lead,synced_to_org__c,lead,synced_to_org_c,1.0
lead,systemmodstamp,lead,system_modstamp,1.0
lead,target_start_date__c,lead,target_start_date_c,1.0
lead,territory__c,lead,territory_c,1.0
lead,title,lead,title,1.0
lead,training__c,lead,training_c,1.0
lead,training_date__c,lead,training_date_c,1.0
lead,training_notes__c,lead,training_notes_c,1.0
lead,twitter_handle__c,lead,twitter_handle_c,1.0
lead,vidcode_org_id__c,lead,vidcode_org_id_c,1.0
lead,website,lead,website,1.0
lead_status__c,contact__c,lead_status_c,contact_c,1.0
lead_status__c,createdbyid,lead_status_c,created_by_id,1.0
lead_status__c,createddate,lead_status_c,created_date,1.0
lead_status__c,id,lead_status_c,id,1.0
lead_status__c,isdeleted,lead_status_c,is_deleted,1.0
lead_status__c,lastmodifiedbyid,lead_status_c,last_modified_by_id,1.0
lead_status__c,lastmodifieddate,lead_status_c,last_modified_date,1.0
lead_status__c,mql_date__c,lead_status_c,mql_date_c,1.0
lead_status__c,name,lead_status_c,name,1.0
lead_status__c,ownerid,lead_status_c,owner_id,1.0
lead_status__c,recycle_date__c,lead_status_c,recycle_date_c,1.0
lead_status__c,sal_date__c,lead_status_c,sal_date_c,1.0
lead_status__c,sql_date__c,lead_status_c,sql_date_c,1.0
lead_status__c,srl_date__c,lead_status_c,srl_date_c,1.0
lead_status__c,systemmodstamp,lead_status_c,system_modstamp,1.0
learning_com_order__c,createdbyid,learning_com_order_c,created_by_id,1.0
learning_com_order__c,createddate,learning_com_order_c,created_date,1.0
learning_com_order__c,enforce_date_restrictions__c,learning_com_order_c,enforce_date_restrictions_c,1.0
learning_com_order__c,enforce_license_restriction__c,learning_com_order_c,enforce_license_restriction_c,1.0
learning_com_order__c,id,learning_com_order_c,id,1.0
learning_com_order__c,is_synced__c,learning_com_order_c,is_synced_c,1.0
learning_com_order__c,isdeleted,learning_com_order_c,is_deleted,1.0
learning_com_order__c,lastmodifiedbyid,learning_com_order_c,last_modified_by_id,1.0
learning_com_order__c,lastmodifieddate,learning_com_order_c,last_modified_date,1.0
learning_com_order__c,memo__c,learning_com_order_c,memo_c,1.0
learning_com_order__c,name,learning_com_order_c,name,1.0
learning_com_order__c,opportunity__c,learning_com_order_c,opportunity_c,1.0
learning_com_order__c,order_expiration_date__c,learning_com_order_c,order_expiration_date_c,1.0
learning_com_order__c,order_start_date__c,learning_com_order_c,order_start_date_c,1.0
learning_com_order__c,po_confirmed__c,learning_com_order_c,po_confirmed_c,1.0
learning_com_order__c,po_number__c,learning_com_order_c,po_number_c,1.0
learning_com_order__c,product__c,learning_com_order_c,product_c,1.0
learning_com_order__c,quote_line__c,learning_com_order_c,quote_line_c,1.0
learning_com_order__c,sales_order_id__c,learning_com_order_c,sales_order_id_c,1.0
learning_com_order__c,student_seats__c,learning_com_order_c,student_seats_c,1.0
learning_com_order__c,systemmodstamp,learning_com_order_c,system_modstamp,1.0
nps_survey_responses__c,account__c,nps_survey_responses_c,account_c,1.0
nps_survey_responses__c,comment__c,nps_survey_responses_c,comment_c,1.0
nps_survey_responses__c,createdbyid,nps_survey_responses_c,created_by_id,1.0
nps_survey_responses__c,createddate,nps_survey_responses_c,created_date,1.0
nps_survey_responses__c,email_address__c,nps_survey_responses_c,email_address_c,1.0
nps_survey_responses__c,gsid__c,nps_survey_responses_c,gsid_c,1.0
nps_survey_responses__c,id,nps_survey_responses_c,id,1.0
nps_survey_responses__c,isdeleted,nps_survey_responses_c,is_deleted,1.0
nps_survey_responses__c,lastmodifiedbyid,nps_survey_responses_c,last_modified_by_id,1.0
nps_survey_responses__c,lastmodifieddate,nps_survey_responses_c,last_modified_date,1.0
nps_survey_responses__c,lastreferenceddate,nps_survey_responses_c,last_referenced_date,1.0
nps_survey_responses__c,lastvieweddate,nps_survey_responses_c,last_viewed_date,1.0
nps_survey_responses__c,name,nps_survey_responses_c,name,1.0
nps_survey_responses__c,name__c,nps_survey_responses_c,name_c,1.0
nps_survey_responses__c,nps__c,nps_survey_responses_c,nps_c,1.0
nps_survey_responses__c,nps_number__c,nps_survey_responses_c,nps_number_c,1.0
nps_survey_responses__c,raw_nps__c,nps_survey_responses_c,raw_nps_c,1.0
nps_survey_responses__c,responded_date__c,nps_survey_responses_c,responded_date_c,1.0
nps_survey_responses__c,systemmodstamp,nps_survey_responses_c,system_modstamp,1.0
nps_survey_responses__c,true_nps__c,nps_survey_responses_c,true_nps_c,1.0
objectfromemailacceptedfields__c,createdbyid,object_from_email_accepted_fields_c,created_by_id,1.0
objectfromemailacceptedfields__c,createddate,object_from_email_accepted_fields_c,created_date,1.0
objectfromemailacceptedfields__c,field_name__c,object_from_email_accepted_fields_c,field_name_c,1.0
objectfromemailacceptedfields__c,id,object_from_email_accepted_fields_c,id,1.0
objectfromemailacceptedfields__c,isdeleted,object_from_email_accepted_fields_c,is_deleted,1.0
objectfromemailacceptedfields__c,lastmodifiedbyid,object_from_email_accepted_fields_c,last_modified_by_id,1.0
objectfromemailacceptedfields__c,lastmodifieddate,object_from_email_accepted_fields_c,last_modified_date,1.0
objectfromemailacceptedfields__c,name,object_from_email_accepted_fields_c,name,1.0
objectfromemailacceptedfields__c,object_name__c,object_from_email_accepted_fields_c,object_name_c,1.0
objectfromemailacceptedfields__c,setupownerid,object_from_email_accepted_fields_c,setup_owner_id,1.0
objectfromemailacceptedfields__c,systemmodstamp,object_from_email_accepted_fields_c,system_modstamp,1.0
objectfromemaildefaultfields__c,createdbyid,object_from_email_default_fields_c,created_by_id,1.0
objectfromemaildefaultfields__c,createddate,object_from_email_default_fields_c,created_date,1.0
objectfromemaildefaultfields__c,default_value_checkbox__c,object_from_email_default_fields_c,default_value_checkbox_c,1.0
objectfromemaildefaultfields__c,default_value_date__c,object_from_email_default_fields_c,default_value_date_c,1.0
objectfromemaildefaultfields__c,default_value_datetime__c,object_from_email_default_fields_c,default_value_date_time_c,1.0
objectfromemaildefaultfields__c,default_value_number__c,object_from_email_default_fields_c,default_value_number_c,1.0
objectfromemaildefaultfields__c,default_value_text__c,object_from_email_default_fields_c,default_value_text_c,1.0
objectfromemaildefaultfields__c,field_name__c,object_from_email_default_fields_c,field_name_c,1.0
objectfromemaildefaultfields__c,id,object_from_email_default_fields_c,id,1.0
objectfromemaildefaultfields__c,isdeleted,object_from_email_default_fields_c,is_deleted,1.0
objectfromemaildefaultfields__c,lastmodifiedbyid,object_from_email_default_fields_c,last_modified_by_id,1.0
objectfromemaildefaultfields__c,lastmodifieddate,object_from_email_default_fields_c,last_modified_date,1.0
objectfromemaildefaultfields__c,name,object_from_email_default_fields_c,name,1.0
objectfromemaildefaultfields__c,object_name__c,object_from_email_default_fields_c,object_name_c,1.0
objectfromemaildefaultfields__c,setupownerid,object_from_email_default_fields_c,setup_owner_id,1.0
objectfromemaildefaultfields__c,systemmodstamp,object_from_email_default_fields_c,system_modstamp,1.0
opportunity,account_id__c,opportunity,account_id_c,1.0
opportunity,account_link__c,opportunity,account_link_c,1.0
opportunity,account_manager__c,opportunity,account_manager_c,1.0
opportunity,account_name_email__c,opportunity,account_name_email_c,1.0
opportunity,account_owner_set__c,opportunity,account_owner_set_c,1.0
opportunity,accountid,opportunity,account_id,1.0
opportunity,activitymetricid,opportunity,activity_metric_id,1.0
opportunity,activitymetricrollupid,opportunity,activity_metric_rollup_id,1.0
opportunity,additional_to_email__c,opportunity,additional_to_email_c,1.0
opportunity,already_booked__c,opportunity,already_booked_c,1.0
opportunity,already_closed_lost__c,opportunity,already_closed_lost_c,1.0
opportunity,amount,opportunity,amount,1.0
opportunity,amount_won__c,opportunity,amount_won_c,1.0
opportunity,arr__c,opportunity,arr_c,1.0
opportunity,arr_bands__c,opportunity,arr_bands_c,1.0
opportunity,arr_new_business__c,opportunity,arr_new_business_c,1.0
opportunity,arr_renewal__c,opportunity,arr_renewal_c,1.0
opportunity,arr_upsell__c,opportunity,arr_upsell_c,1.0
opportunity,arr_won__c,opportunity,arr_won_c,1.0
opportunity,assessments__c,opportunity,assessments_c,1.0
opportunity,billing_addressee__c,opportunity,billing_addressee_c,1.0
opportunity,billing_attn__c,opportunity,billing_attn_c,1.0
opportunity,billing_city__c,opportunity,billing_city_c,1.0
opportunity,billing_country__c,opportunity,billing_country_c,1.0
opportunity,billing_email_address__c,opportunity,billing_email_address_c,1.0
opportunity,billing_instructions__c,opportunity,billing_instructions_c,1.0
opportunity,billing_state__c,opportunity,billing_state_c,1.0
opportunity,billing_status__c,opportunity,billing_status_c,1.0
opportunity,billing_street__c,opportunity,billing_street_c,1.0
opportunity,billing_street_line_2__c,opportunity,billing_street_line_2_c,1.0
opportunity,billing_years__c,opportunity,billing_years_c,1.0
opportunity,billing_zipcode__c,opportunity,billing_zipcode_c,1.0
opportunity,budget_confirmed__c,opportunity,budget_confirmed_c,1.0
opportunity,campaignid,opportunity,campaign_id,1.0
opportunity,champion__c,opportunity,champion_c,1.0
opportunity,change_in_staff__c,opportunity,change_in_staff_c,1.0
opportunity,churn_date__c,opportunity,churn_date_c,1.0
opportunity,churn_formula__c,opportunity,churn_formula_c,1.0
opportunity,churn_process_discussed_with_customer__c,opportunity,churn_process_discussed_with_customer_c,1.0
opportunity,close_date_minus_last_activity_date__c,opportunity,close_date_minus_last_activity_date_c,1.0
opportunity,close_date_new__c,opportunity,close_date_new_c,1.0
opportunity,close_month__c,opportunity,close_month_c,1.0
opportunity,close_year__c,opportunity,close_year_c,1.0
opportunity,closed_won_date_time__c,opportunity,closed_won_date_time_c,1.0
opportunity,closedate,opportunity,close_date,1.0
opportunity,codesters__has_licenses_synced__c,opportunity,codesters_has_licenses_synced_c,1.0
opportunity,codesters__number_of_licenses__c,opportunity,codesters_number_of_licenses_c,1.0
opportunity,codesters__number_of_synced_licenses__c,opportunity,codesters_number_of_synced_licenses_c,1.0
opportunity,codesters_diff_migration__c,opportunity,codesters_diff_migration_c,1.0
opportunity,codesters_order_to_be_extended__c,opportunity,codesters_order_to_be_extended_c,1.0
opportunity,codesters_order_to_be_unenforced__c,opportunity,codesters_order_to_be_unenforced_c,1.0
opportunity,codesters_renewal__c,opportunity,codesters_renewal_c,1.0
opportunity,codestersid__c,opportunity,codesters_id_c,1.0
opportunity,combined_arr__c,opportunity,combined_arr_c,1.0
opportunity,comments__c,opportunity,comments_c,1.0
opportunity,commit_date__c,opportunity,commit_date_c,1.0
opportunity,competitors_present__c,opportunity,competitors_present_c,1.0
opportunity,contactid,opportunity,contact_id,1.0
opportunity,contractid,opportunity,contract_id,1.0
opportunity,count_contact_roles__c,opportunity,count_contact_roles_c,1.0
opportunity,count_of_won_csm_pilots__c,opportunity,count_of_won_csm_pilots_c,1.0
opportunity,created_month1__c,opportunity,created_month_1_c,1.0
opportunity,created_month__c,opportunity,created_month_c,1.0
opportunity,created_year__c,opportunity,created_year_c,1.0
opportunity,createdbyid,opportunity,created_by_id,1.0
opportunity,createddate,opportunity,created_date,1.0
opportunity,csm_email__c,opportunity,csm_email_c,1.0
opportunity,csm_introduced__c,opportunity,csm_introduced_c,1.0
opportunity,csm_name__c,opportunity,csm_name_c,1.0
opportunity,csm_phone_number__c,opportunity,csm_phone_number_c,1.0
opportunity,customer_churned__c,opportunity,customer_churned_c,1.0
opportunity,customer_objectives__c,opportunity,customer_objectives_c,1.0
opportunity,data_deletion_archiving_discussed__c,opportunity,data_deletion_archiving_discussed_c,1.0
opportunity,data_quality_description__c,opportunity,data_quality_description_c,1.0
opportunity,data_quality_score__c,opportunity,data_quality_score_c,1.0
opportunity,date_assigned__c,opportunity,date_assigned_c,1.0
opportunity,date_of_reminder__c,opportunity,date_of_reminder_c,1.0
opportunity,days_open__c,opportunity,days_open_c,1.0
opportunity,days_past_due__c,opportunity,days_past_due_c,1.0
opportunity,days_since_last_activity__c,opportunity,days_since_last_activity_c,1.0
opportunity,db_competitor__c,opportunity,db_competitor_c,1.0
opportunity,deal_docs_completed__c,opportunity,deal_docs_completed_c,1.0
opportunity,demo_notes__c,opportunity,demo_notes_c,1.0
opportunity,department__c,opportunity,department_c,1.0
opportunity,description,opportunity,description,1.0
opportunity,disable_auto_renewal_opp__c,opportunity,disable_auto_renewal_opp_c,1.0
opportunity,disable_odc__c,opportunity,disable_odc_c,1.0
opportunity,discovery_completed__c,opportunity,discovery_completed_c,1.0
opportunity,district_business_sub_type__c,opportunity,district_business_sub_type_c,1.0
opportunity,district_enrollment__c,opportunity,district_enrollment_c,1.0
opportunity,district_overview__c,opportunity,district_overview_c,1.0
opportunity,downsell__c,opportunity,downsell_c,1.0
opportunity,economic_buyer__c,opportunity,economic_buyer_c,1.0
opportunity,einstein_renewal_prediction__c,opportunity,einstein_renewal_prediction_c,1.0
opportunity,end_date__c,opportunity,end_date_c,1.0
opportunity,enddate__c,opportunity,end_date_c,1.0
opportunity,expected_new_business_arr__c,opportunity,expected_new_business_arr_c,1.0
opportunity,expected_po_date__c,opportunity,expected_po_date_c,1.0
opportunity,expected_start_date__c,opportunity,expected_start_date_c,1.0
opportunity,expectedrevenue,opportunity,expected_revenue,1.0
opportunity,final_review_stage__c,opportunity,final_review_stage_c,1.0
opportunity,fire_flow__c,opportunity,fire_flow_c,1.0
opportunity,fiscal,opportunity,fiscal,1.0
opportunity,force_update__c,opportunity,force_update_c,1.0
opportunity,forecastcategory,opportunity,forecast_category,1.0
opportunity,forecastcategoryname,opportunity,forecast_category_name,1.0
opportunity,fulfilled_by__c,opportunity,fulfilled_by_c,1.0
opportunity,funding_source__c,opportunity,funding_source_c,1.0
opportunity,fundingsource__c,opportunity,funding_source_c,1.0
opportunity,gong__gong_count__c,opportunity,gong_gong_count_c,1.0
opportunity,gong__maincompetitors__c,opportunity,gong_main_competitors_c,1.0
opportunity,group_leader_email__c,opportunity,group_leader_email_c,1.0
opportunity,has_coding_discount__c,opportunity,has_coding_discount_c,1.0
opportunity,has_easytech__c,opportunity,has_easy_tech_c,1.0
opportunity,has_started_with_students__c,opportunity,has_started_with_students_c,1.0
